;Número correlativo;Año;Nombre de Servicio;Ministerio;Codigo_de_Actividad_Ejecutada;Codigo_de_Actividad_Planificada;Nombred_del_la_Actividad;Especialidad_de_la_Actividad;Categoría_de_la_Actividad;Numero_de_Participantes;Numero_de_Horas;Tipo_de_Actividad;Estado_de_Actividad;Modalidad_de_Compra;Actividad_Planificada;Jornada;Proveedor;Region_de_Ejecucion_de_la_Actividad;Programa;Objetivo_Global;Objetivo_de_Gestion;Gasto_monto_Item001;Gasto_monto_Item002;Gasto_monto_Item003;Evaluaciones_Realizadas;Evaluación_de_Reacción;Metodología_de_Aprendizaje;Fecha_de_inicio;Fecha_de_Término;Fecha_de_Ingreso_Sistema
54281;2385.0;2016;Servicio Médico Legal SML;Justicia y Derechos Humanos;34722.0;;Seminario Competencias Parentales: bases conceptuales para la evaluación en protección a la infancia ;;;6.0;8.0;Seminario;Terminada;Contratación Directa;No;Completa;FUNDACION;Región de La Araucanía;;;;243000.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-11-18;2016-11-18;2017-02-17
54282;2389.0;2016;Subsecretaría del Medio Ambiente;Medio Ambiente;34782.0;35403.0;CURSO DE PERFECCIONAMIENTO PARA EL NIVEL ADMINISTRATIVO;;;21.0;288.0;Curso;Terminada;Contratación Directa;Si;Tarde;SOCIEDAD EDUCACIONAL DEL MAULE S.A.;Nivel Central;FORMACION TECNICA;;;9060000.0;0.0;0.0;;Buena;Presencial;2016-07-01;2016-12-31;2017-02-17
54283;2186.0;2016;Instituto de Previsión Social IPS;Trabajo;32367.0;;CURSO SPSS BASICO;;;8.0;16.0;Curso;Terminada;Convenio Marco;No;Tarde;Edutecno;Nivel Central;;;;2042880.0;0.0;0.0;;Muy Buena;Presencial;2016-08-17;2016-08-31;2017-02-17
54284;2390.0;2016;Superintendencia de Pensiones;Trabajo;34801.0;32825.0;FONDOS CONCURSABLES;;;0.0;16.0;Curso;Terminada;Contratación Directa;Si;Vespertino;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Región Metropolitana de Santiago;;;;227970.0;0.0;0.0;;Muy Buena;Presencial;2016-09-06;2016-09-22;2017-02-17
54285;2392.0;2016;Superintendencia de Pensiones;Trabajo;34821.0;32824.0;NECESIDADES EMERGENTES;;;1.0;37.0;Curso;Terminada;Contratación Directa;Si;Vespertino;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Región Metropolitana de Santiago;;;;350000.0;0.0;0.0;;Muy Buena;Presencial;2016-11-03;2016-12-22;2017-02-17
54286;2401.0;2016;Instituto de Desarrollo Agropecuario INDAP;Agricultura;35001.0;40421.0;INGLES;;;1.0;12.0;Curso;Terminada;Contratación Directa;Si;Completa;Universidad de los Lagos;Región de Los Ríos;Programa Nec. Emergen.;;;180000.0;0.0;0.0;Sin evaluación;Buena;Presencial;2016-06-25;2016-06-27;2017-02-17
54287;2409.0;2016;Servicio Nacional del Consumidor SERNAC;Economía, Fomento y Turismo;35063.0;;Argumentacion y retorica de la Publicidad;;;11.0;9.0;Seminario;Terminada;Contratación Directa;No;Completa;CRISTIAN SANTIBANEZ YANEZ;Nivel Central;;Fomentar la gestión de capacitación;;500000.0;0.0;0.0;Aprendizaje;Sin Evaluación;Presencial;2016-11-28;2016-11-28;2017-02-17
54288;2412.0;2016;Instituto de Desarrollo Agropecuario INDAP;Agricultura;35084.0;40504.0;DIPLOMADO EN PRODUCCION ANIMAL;;;1.0;112.0;Diplomado;Terminada;Contratación Directa;Si;Completa;Universidad Austral de Chile;Región del Maule;Prog. Fondos Concursables;;;1200000.0;0.0;0.0;;Buena;E-Learning;2016-08-01;2017-07-01;2017-02-17
54289;2415.0;2016;Instituto de Desarrollo Agropecuario INDAP;Agricultura;35121.0;40541.0;DIPLOMADO EN ECONOMIA SOCIAL Y COMERCIO JUSTO ;;;3.0;150.0;Diplomado;Terminada;Contratación Directa;Si;Completa;Universidad Alberto Hurtado;;Prog. Fondos Concursables;;;1595000.0;0.0;0.0;;Buena;E-Learning;2016-08-02;2016-11-21;2017-02-17
54290;2416.0;2016;Instituto de Desarrollo Agropecuario INDAP;Agricultura;35122.0;40561.0;DIPLOMADO EN GESTION ESTRATEGICA DE LAS COMUNICACIONES ;;;1.0;375.0;Diplomado;Terminada;Contratación Directa;Si;Completa;Pontificia Universidad Catolica de Chile;Región de Coquimbo;Prog. Fondos Concursables;;;1200000.0;0.0;0.0;;Buena;Presencial;2016-07-19;2017-07-19;2017-02-17
54291;2417.0;2016;Instituto de Desarrollo Agropecuario INDAP;Agricultura;35141.0;40581.0;DIPLOMADO EN COHESION TERRITORIAL PARA EL DESARROLLO DE POLITICAS Y ESTRATEGIAS;;;1.0;180.0;Diplomado;Terminada;Contratación Directa;Si;Completa;Facultad Latinoamericana de Ciencias Sociales;Región de Valparaíso;Prog. Fondos Concursables;;;1047616.0;0.0;0.0;;Buena;E-Learning;2016-08-15;2016-12-19;2017-02-17
54292;2418.0;2016;Instituto de Desarrollo Agropecuario INDAP;Agricultura;35142.0;40583.0;DIPLOMADO EN GESTION APICOLA SUSTENTABLE DEL BOSQUE NATIVO;;;1.0;96.0;Diplomado;Terminada;Contratación Directa;Si;Completa;Universidad de Chile-IDIEM;Nivel Central;Prog. Fondos Concursables;;;1026000.0;0.0;0.0;;Muy Buena;Presencial;2016-05-14;2016-08-20;2017-02-17
54293;2419.0;2016;Instituto de Desarrollo Agropecuario INDAP;Agricultura;35143.0;40584.0;DIPLOMADO DE ENOLOGIA Y VITIVINICULTURA 2016;;;1.0;102.0;Diplomado;Terminada;Contratación Directa;Si;Completa;Universidad de Chile-IDIEM;Región Metropolitana de Santiago;Prog. Fondos Concursables;;;800000.0;0.0;0.0;;Buena;E-Learning;2016-07-27;2016-12-07;2017-02-17
54294;2420.0;2016;Instituto de Desarrollo Agropecuario INDAP;Agricultura;35161.0;40582.0;DIPLOMADO EN GESTION FINANCIERA DE INSTITUCIONES PUBLICAS ;;;1.0;121.0;Diplomado;Terminada;Contratación Directa;Si;Vespertino;Universidad de Chile-IDIEM;Nivel Central;Prog. Fondos Concursables;;;800000.0;0.0;0.0;;Muy Buena;Presencial;2016-05-10;2016-09-06;2017-02-17
54295;2427.0;2016;Instituto de Desarrollo Agropecuario INDAP;Agricultura;35301.0;40722.0;E-DIPLOMADO EN GESTION Y EVALUACION DE PROYECTOS;;;1.0;120.0;Diplomado;Terminada;Contratación Directa;Si;Completa;UNIVERSIDAD MAYOR;Región del Libertador General Bernardo O’Higgins;Prog. Fondos Concursables;;;865697.0;0.0;0.0;;Buena;E-Learning;2016-09-05;2017-05-31;2017-02-17
54296;2428.0;2016;Superintendencia de Pensiones;Trabajo;35302.0;32581.0;CONTABILIDAD Y ANÁLISIS FINANCIERO;;;1.0;90.0;Curso;Terminada;Contratación Directa;Si;Completa;ECLASS LTDA;Región Metropolitana de Santiago;;;;376200.0;0.0;0.0;;Muy Buena;Presencial/E-Learning;2016-08-01;2016-10-14;2017-02-17
54297;6257.0;2016;Dirección de Vialidad;Obras Públicas;74087.0;;EVALUACION AMBIENTAL;;;20.0;8.0;;Terminada;Sin costo;No;Completa;Cristian Valdes Urbina;Región de Atacama;-;-;-;0.0;26256.0;16837.0;;;;2016-06-14;2016-06-14;2017-06-20
54298;2438.0;2016;Instituto de Desarrollo Agropecuario INDAP;Agricultura;35462.0;40882.0;DIPLOMADO EN GESTION DEL CAPITAL HUMANO;;;1.0;189.0;Diplomado;Terminada;Contratación Directa;Si;Completa;Universidad de Talca;Región del Maule;Prog. Fondos Concursables;;;1200000.0;0.0;0.0;;Buena;Presencial;2016-04-11;2017-12-12;2017-02-17
54299;2439.0;2016;Instituto de Desarrollo Agropecuario INDAP;Agricultura;35481.0;40883.0;DIPLOMADO EN PRODUCCION DE BERRIES 2016;;;1.0;160.0;Diplomado;Terminada;Contratación Directa;Si;Completa;UNIVERSIDAD DE CONCEPCION;Región del Biobío;Prog. Fondos Concursables;;;1000000.0;0.0;0.0;;Buena;Presencial;2016-05-06;2016-09-03;2017-02-17
54300;2442.0;2016;Instituto de Desarrollo Agropecuario INDAP;Agricultura;35521.0;40922.0;DIPLOMADO EN GESTION LOCAL Y DESARROLLO RURAL SOSTENIBLE ;;;1.0;200.0;Diplomado;Terminada;Contratación Directa;Si;Completa;Universidad del Bío-Bio;Región del Biobío;Prog. Fondos Concursables;;;800000.0;0.0;0.0;;Buena;Presencial;2016-04-04;2016-12-01;2017-02-17
54301;2443.0;2016;Superintendencia de Pensiones;Trabajo;35522.0;;Diplomado de Asesoría Previsional;;;1.0;120.0;Diplomado;Terminada;Contratación Directa;No;Vespertino;ESCUELA DE SEGUROS S.A.;Región Metropolitana de Santiago;;;;779000.0;0.0;0.0;;Muy Buena;Presencial;2016-07-11;2016-10-26;2017-02-17
54302;2445.0;2016;Instituto de Desarrollo Agropecuario INDAP;Agricultura;35524.0;40941.0;DIPLOMADO EN GESTION LOCAL Y DESARROLLO SOSTENIBLE;;;1.0;200.0;Diplomado;Terminada;Contratación Directa;Si;Vespertino;Universidad del Bío-Bio;Región del Maule;Prog. Fondos Concursables;;;704853.0;0.0;0.0;;Buena;Presencial;2016-08-01;2017-04-01;2017-02-17
54303;2447.0;2016;Instituto de Desarrollo Agropecuario INDAP;Agricultura;35542.0;40926.0;DIPLOMADO EN GESTION PUBLICA ;;;1.0;132.0;Diplomado;Terminada;Contratación Directa;Si;Vespertino;Universidad catolica de la santisima concepcion;Región del Biobío;Prog. Fondos Concursables;;;1185000.0;0.0;0.0;;Buena;Presencial;2016-05-06;2017-01-06;2017-02-17
54304;2450.0;2016;Instituto de Desarrollo Agropecuario INDAP;Agricultura;35601.0;41001.0;DIPLOMADO EN GESTION INTEGRADA DE RECURSOS HIDRICOS;;;1.0;180.0;Diplomado;Terminada;Contratación Directa;Si;Completa;CENTRO DEL AGUA DEL TROPICO HUMEDO PARA AMERICA LATINA Y EL CARIBE;Región de Los Ríos;Prog. Fondos Concursables;;;700000.0;0.0;0.0;;Buena;E-Learning;2016-08-10;2017-07-31;2017-02-17
54305;2451.0;2016;Superintendencia de Pensiones;Trabajo;35602.0;32668.0;REDES SOCIALES ONLINE;;;1.0;160.0;Curso;Terminada;Contratación Directa;Si;Vespertino;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Región Metropolitana de Santiago;;;;1733745.0;0.0;0.0;;Muy Buena;Presencial;2016-04-05;2016-12-01;2017-02-17
54306;2452.0;2016;Instituto de Desarrollo Agropecuario INDAP;Agricultura;35603.0;41021.0;DIPLOMADO EN GESTION INTEGRADA DE RECURSOS HIDRICOS;;;1.0;180.0;Diplomado;Terminada;Contratación Directa;Si;Completa;CENTRO DEL AGUA DEL TROPICO HUMEDO PARA AMERICA LATINA Y EL CARIBE;Región Metropolitana de Santiago;Prog. Fondos Concursables;;;1200000.0;0.0;0.0;;Buena;E-Learning;2016-08-10;2017-07-31;2017-02-17
54307;2456.0;2016;Superintendencia de Pensiones;Trabajo;35701.0;;Diplomado en Gestión Moderna de Bienestares;;;1.0;110.0;Diplomado;Terminada;Contratación Directa;No;Vespertino;UNIVERSIDAD SANTO TOMAS;Región Metropolitana de Santiago;;;;398790.0;0.0;0.0;;Muy Buena;Presencial;2016-05-10;2016-07-30;2017-02-17
54308;2461.0;2016;Instituto de Desarrollo Agropecuario INDAP;Agricultura;35762.0;41141.0;CONGRESO CLAD;;;1.0;32.0;Congreso;Terminada;Contratación Directa;Si;Completa;CENTRO LATIONAMERICANO DE ADMINISTRACIÓN PARA EL DESARROLLO ;Nivel Central;Programa Nec. Emergen.;;;120000.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-11-08;2016-11-11;2017-02-17
54309;2484.0;2016;Instituto de Desarrollo Agropecuario INDAP;Agricultura;36042.0;41402.0;SEMINARIO NACIONAL AGROECOLOGIA;;;1.0;24.0;Seminario;Terminada;Contratación Directa;Si;Completa;UNIVERSIDAD DE MAGALLANES;Nivel Central;Programa Nec. Emergen.;;;40000.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-11-02;2016-11-04;2017-02-17
54310;2502.0;2016;Instituto de Desarrollo Agropecuario INDAP;Agricultura;36423.0;41762.0;COACHING DESARROLLO HABILIDAD DIRECTIVAS ;;;1.0;42.0;Curso;Terminada;Contratación Directa;Si;Completa;MANDOMEDIO.COM S.A;Nivel Central;Programa Nec. Emergen.;;;1158601.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-12-01;2016-12-29;2017-02-17
54311;6278.0;2016;Dirección de Vialidad;Obras Públicas;74167.0;;PLAN DE ASEGURAMIENTO DE CALIDAD EN OBRAS-PAC;;;1.0;36.0;;Terminada;Sin costo;No;Vespertino;ASGEM LTDA.;Región de Atacama;-;-;-;356400.0;0.0;3537.0;;;;2016-10-17;2016-10-22;2017-06-20
54312;2508.0;2016;Servicio Agrícola y Ganadero;Agricultura;36501.0;2957.0;TALLER DE  BALANCES HIDRÍCOS;;;11.0;11.0;Taller;Terminada;Contratación Directa;Si;Completa;UNIVERSIDAD DE LA FRONTERA;Región del Biobío;;;;834000.0;0.0;0.0;Sin evaluación;Buena;;2016-10-27;2016-10-27;2017-02-17
54313;2512.0;2016;Superintendencia de Salud;Salud;36562.0;37842.0;MODELER SPSS ;;;5.0;12.0;Curso;Terminada;Contratación Directa;Si;Tarde;AMSS Soluciones analíticas limitada;Región Metropolitana de Santiago;;;;542775.0;0.0;0.0;;Muy Buena;Presencial;2016-11-02;2016-12-21;2017-02-17
54314;2514.0;2016;Dirección General de Aguas;Obras Públicas;36622.0;;Recarga Artificial de Acuíferos y Aguas Subterraneas;;;5.0;0.0;;;Contratación Directa;No;Completa;INSTITUTO MEXICANO DEL AGUA ;Fuera del País;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-01-27;2016-01-27;2017-02-17
54315;2527.0;2016;Servicio Agrícola y Ganadero;Agricultura;36761.0;2982.0;CONGRESO ENTOMOLOGÍA;;;2.0;24.0;Congreso;Terminada;Contratación Directa;Si;Completa;Universidad de Talca;Región del Biobío;;;;320000.0;0.0;0.0;Sin evaluación;Buena;Presencial;2016-11-30;2016-12-02;2017-02-17
54316;2545.0;2016;Servicio Agrícola y Ganadero;Agricultura;36981.0;2988.0;MICROPROPAGACIÓN TEJ VEG IV;;;12.0;32.0;Curso;;Contratación Directa;Si;;Universidad de Chile-IDIEM;Nivel Central;;;;2000000.0;0.0;0.0;;Buena;;2016-11-07;2016-11-10;2017-02-17
54317;2546.0;2016;Instituto de Previsión Social IPS;Trabajo;37001.0;;DIPLOMA EN LITIGACIÓN Y NUEVOS PROCEDIMIENTOS;;;1.0;123.0;Diplomado;Terminada;Contratación Directa;No;Vespertino;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Nivel Central;;;;1092000.0;0.0;0.0;;Sin Evaluación;Presencial;2016-03-22;2016-12-22;2017-02-17
54318;2557.0;2016;Fondo de Solidaridad e Inversión Social;Desarrollo Social y Familia;37124.0;24828.0;CURSO DE INSTALACIONES ELÉCTRICAS DOMICILIARIAS;;;3.0;16.0;Curso;Terminada;Contratación Directa;Si;Completa;JUAN JARA SERVICIOS JTECH EIRL;Región de Los Lagos;;;;0.0;0.0;0.0;;Sin Evaluación;Presencial;2016-04-28;2016-04-29;2017-02-17
54319;2576.0;2016;Instituto de Previsión Social IPS;Trabajo;37481.0;42801.0;CURSO CONGRESO CHILENO DE SERVICIOS AL CLIENTE Y CONTACT CENTER;;;6.0;8.0;Curso;Terminada;Contratación Directa;Si;Completa;CURSOS DE CAPACITACION Y CONFERENCIAS EDICIONES FI;Región Metropolitana de Santiago;;;;750000.0;0.0;0.0;Aprendizaje;Buena;Presencial;2016-11-03;2016-11-03;2017-02-17
54320;2582.0;2016;Instituto de Previsión Social IPS;Trabajo;37542.0;33741.0;ARGUMENTACION JURIDICA;;;18.0;9.0;Curso;Terminada;Contratación Directa;Si;Mañana;RODRIGO VALENZUELA CORL;Nivel Central;;;;1316503.0;289170.0;0.0;Aprendizaje;Muy Buena;Presencial;2016-11-18;2016-12-02;2017-02-17
54321;2585.0;2016;Servicio Agrícola y Ganadero;Agricultura;37601.0;2989.0;SEG. PROCED. ABORDO AV.;;;45.0;27.0;Curso;Terminada;Contratación Directa;Si;;Centro de Instrucción y Capacitación Marítima;Nivel Central;;;;4832100.0;0.0;0.0;;Buena;;2016-10-25;2016-11-25;2017-02-17
54322;2600.0;2016;Subsecretaría para las Fuerzas Armadas;Defensa Nacional;37861.0;;CONGRESO AUDITORIA INTERNA;;;2.0;9.0;Congreso;Terminada;Contratación Directa;No;Completa;INSTITUTO DE AUDITORES INTERNOS Y GOB CORP;Región Metropolitana de Santiago;;;;540000.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-11-29;2016-11-29;2017-02-17
54323;2603.0;2016;Subsecretaría para las Fuerzas Armadas;Defensa Nacional;37882.0;;CONFERENCIA;;;5.0;30.0;Congreso;Terminada;Contratación Directa;No;Completa;Universidad de Chile-IDIEM;Región Metropolitana de Santiago;;;;400000.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-12-12;2016-12-15;2017-02-17
54324;2604.0;2016;Instituto de Previsión Social IPS;Trabajo;37883.0;;DIPLOMADO ADMINISTRACION Y DIRECCION DE PROYECTOS;;;1.0;152.0;Diplomado;Terminada;Contratación Directa;No;Vespertino;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Nivel Central;;;;1500000.0;0.0;0.0;;Sin Evaluación;Presencial;2016-06-10;2016-11-25;2017-02-17
54325;2606.0;2016;Instituto de Desarrollo Agropecuario INDAP;Agricultura;37921.0;43182.0;DIPLOMADO EN RESPONSABILIDAD SOCIAL EMPRESARIAL;;;1.0;450.0;Diplomado;Terminada;Contratación Directa;Si;Completa;universidad adolfo ibañez;Región de Antofagasta;Prog. Fondos Concursables;;;1200000.0;0.0;0.0;;Buena;Presencial/E-Learning;2016-08-01;2017-03-31;2017-02-17
54326;6243.0;2016;Dirección de Vialidad;Obras Públicas;74028.0;;CALIDAD DE OBRAS VIALES;;;6.0;12.0;;Terminada;Sin costo;No;Completa;LEONEL ORTIZ MIRANDA;Región de Atacama;-;-;-;0.0;13128.0;7037.0;;;;2016-05-23;2016-05-24;2017-06-20
54327;2612.0;2016;Servicio Agrícola y Ganadero;Agricultura;38041.0;;Diplomado en enfermedades transmisibles emergentes y re-emergentes;;;2.0;302.0;Diplomado;Terminada;Contratación Directa;No;;Universidad de Chile-IDIEM;Nivel Central;Fondos Concursables;;;2000000.0;0.0;0.0;;Buena;;2016-06-06;2016-12-15;2017-02-17
54328;2620.0;2016;Servicio Agrícola y Ganadero;Agricultura;38142.0;43383.0;CLIMA LABORAL;;;48.0;10.0;Taller;Terminada;Contratación Directa;Si;Completa;HOTEL GREEN PARK PUCON;Región de La Araucanía;;;;2114979.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-10-21;2016-10-21;2017-02-17
54329;2659.0;2016;Subsecretaría del Medio Ambiente;Medio Ambiente;38663.0;43941.0;DIPLOMADO METODOLOGÍAS PARTICIPATIVAS PARA LA INTERVENCIÓN SOCIAL Y COMUNICATIVA;;;1.0;120.0;Diplomado;Terminada;Contratación Directa;Si;Completa;UNIVERSIDAD ACADEMIA DE HUMANISMO CRISTIANO;Nivel Central;FORMACION TECNICA;;;500000.0;0.0;0.0;;Buena;Presencial;2016-04-30;2016-10-01;2017-02-17
54330;2665.0;2016;Subsecretaría del Medio Ambiente;Medio Ambiente;38781.0;44041.0;DIPLOMADO EN EFICIENCIA ENERGÉTICA;;;1.0;120.0;Diplomado;Terminada;Contratación Directa;Si;Completa;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Nivel Central;FORMACION TECNICA;;;450000.0;0.0;0.0;;Buena;Presencial;2016-07-29;2016-12-02;2017-02-17
54331;2667.0;2016;Subsecretaría del Medio Ambiente;Medio Ambiente;38801.0;44043.0;DIPLOMADO EN GESTIÓN AMBIENTAL;;;1.0;127.0;Diplomado;Terminada;Contratación Directa;Si;Mañana;Fundacion Instituto Profesional DUOC UC;Nivel Central;FORMACION TECNICA;;;450000.0;0.0;0.0;;Buena;Presencial;2016-04-01;2016-08-27;2017-02-17
54332;2672.0;2016;Subsecretaría del Medio Ambiente;Medio Ambiente;38901.0;44045.0;DIPLOMADO GESTIÓN DE LA CALIDAD DEL AIRE Y CONTROL DE LA CONTAMINACIÓN ATMOSFÉRICA;;;1.0;200.0;Diplomado;Terminada;Contratación Directa;Si;Tarde;Universidad de Santiago de Chile;Nivel Central;FORMACION TECNICA;;;450000.0;0.0;0.0;;Buena;Presencial;2016-04-04;2016-08-04;2017-02-17
54333;2673.0;2016;Subsecretaría del Medio Ambiente;Medio Ambiente;38921.0;44161.0;DIPLOMADO EN DERECHO AMBIENTAL;;;1.0;126.0;Diplomado;Terminada;Contratación Directa;Si;Completa;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO;Región de Valparaíso;FORMACION TECNICA;;;450000.0;0.0;0.0;;Buena;Presencial;2016-04-15;2016-09-10;2017-02-17
54334;2677.0;2016;Subsecretaría del Medio Ambiente;Medio Ambiente;38963.0;44222.0;DIPLOMA EN MANEJO DE RESIDUOS SÓLIDOS;;;1.0;72.0;Diplomado;Terminada;Contratación Directa;Si;Tarde;Universidad de Chile-IDIEM;Nivel Central;FORMACION TECNICA;;;450000.0;0.0;0.0;;Buena;Presencial;2016-10-03;2016-12-28;2017-02-17
54335;2682.0;2016;Subsecretaría del Medio Ambiente;Medio Ambiente;39021.0;44281.0;CURSO PRESENCIAL PUEBLOS ORIGINARIOS CONVENIO 169 Y POLÍTICAS PUBLICAS;;;1.0;32.0;Curso;Terminada;Contratación Directa;Si;Completa;Facultad Latinoamericana de Ciencias Sociales;Nivel Central;FORMACION TECNICA;;;263200.0;0.0;0.0;;Buena;Presencial;2015-04-06;2016-04-08;2017-02-17
54336;2683.0;2016;Subsecretaría del Medio Ambiente;Medio Ambiente;39022.0;44301.0;CURSO LENGUAJE DE SEÑAS CHILENA;;;1.0;20.0;Curso;Terminada;Contratación Directa;Si;Tarde;AGRUPACIÓN ENTRE EL SILENCIO Y EL RUIDO DE COYHAIQUE;Región de Aysén del General Carlos Ibáñez del Campo;FORMACION TECNICA;;;180000.0;0.0;0.0;;Buena;Presencial;2016-04-25;2016-05-02;2017-02-17
54337;2685.0;2016;Subsecretaría del Medio Ambiente;Medio Ambiente;39041.0;44303.0;CURSO COMMUNITY MANAGER;;;1.0;24.0;Curso;Terminada;Contratación Directa;Si;Completa;Universidad del Mar;Región de Coquimbo;FORMACION TECNICA;;;260000.0;0.0;0.0;;Buena;E-Learning;2016-05-16;2016-05-17;2017-02-17
