;Número correlativo;Año;Nombre de Servicio;Ministerio;Codigo_de_Actividad_Ejecutada;Codigo_de_Actividad_Planificada;Nombred_del_la_Actividad;Especialidad_de_la_Actividad;Categoría_de_la_Actividad;Numero_de_Participantes;Numero_de_Horas;Tipo_de_Actividad;Estado_de_Actividad;Modalidad_de_Compra;Actividad_Planificada;Jornada;Proveedor;Region_de_Ejecucion_de_la_Actividad;Programa;Objetivo_Global;Objetivo_de_Gestion;Gasto_monto_Item001;Gasto_monto_Item002;Gasto_monto_Item003;Evaluaciones_Realizadas;Evaluación_de_Reacción;Metodología_de_Aprendizaje;Fecha_de_inicio;Fecha_de_Término;Fecha_de_Ingreso_Sistema
63037;306.0;2017;Dirección General de Crédito Prendario DICREP;Trabajo;57161.0;49480.0;AIRE ACONDICIONADO;;;2.0;70.0;Curso;Terminada;Convenio Marco;Si;Vespertino;Afecap Ltda.;Región Metropolitana de Santiago;;;;544000.0;0.0;0.0;;Buena;Presencial;2017-03-06;2017-04-05;2017-04-07
63038;307.0;2017;Dirección de Vialidad;Obras Públicas;57181.0;64342.0;SISTEMA DE SEGUIMIENTO DE DOCUMENTOS NIVEL II;;;12.0;4.0;Curso;Terminada;Sin costo;Si;Mañana;Patricia Guajardo Contreras;Nivel Central;Heidy Manriquez Llanos;;Ciencias, Normas y Técnicas Aplicadas al Servicio;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-04-10;2017-04-10;2017-04-07
63039;308.0;2017;Subsecretaría de Economía y Empresas de Menor Tamaño;Economía, Fomento y Turismo;57182.0;;CENSO PARA CAPACITADORES 2017;;;33.0;4.0;Curso;Terminada;Sin costo;No;Tarde;Instituto Nacional de Estadísticas;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-03-28;2017-03-28;2017-04-07
63040;309.0;2017;JUNJI Dirección Regional de Antofagasta;Educación;57183.0;;Perfil Censista: Censo 2017;;;15.0;4.0;Curso;Terminada;Sin costo;No;Completa;Junta Nacional de Jardines Infantiles;Región de Antofagasta;;;;0.0;0.0;0.0;Sin evaluación;Excelente;Presencial;2017-03-23;2017-03-23;2017-04-07
63041;310.0;2017;Subsecretaría de Economía y Empresas de Menor Tamaño;Economía, Fomento y Turismo;57201.0;;CAPACITACION CENSO 2017;;;8.0;4.0;Curso;Terminada;Sin costo;No;Tarde;Instituto Nacional de Estadísticas;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-03-24;2017-03-24;2017-04-07
63042;311.0;2017;Subsecretaría de Economía y Empresas de Menor Tamaño;Economía, Fomento y Turismo;57221.0;;CAPACITACION CENSO 2017;;;1.0;4.0;Curso;Terminada;Sin costo;No;Mañana;Instituto Nacional de Estadísticas;Región de Aysén del General Carlos Ibáñez del Campo;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-01-30;2017-01-30;2017-04-07
63043;312.0;2017;Subsecretaría de Economía y Empresas de Menor Tamaño;Economía, Fomento y Turismo;57222.0;;PLATAFORMA DIP;;;4.0;4.0;Curso;Terminada;Sin costo;No;Mañana;CONTRALORIA GENERAL DE LA REPUBLICA;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-03-13;2017-03-13;2017-04-07
63044;313.0;2017;Subsecretaría de Economía y Empresas de Menor Tamaño;Economía, Fomento y Turismo;57241.0;;CAPACITACION CENSO 2017;;;1.0;4.0;Curso;Terminada;Sin costo;No;Mañana;Instituto Nacional de Estadísticas;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-02-09;2017-02-09;2017-04-07
63045;314.0;2017;Subsecretaría de Economía y Empresas de Menor Tamaño;Economía, Fomento y Turismo;57242.0;;CAPACITACION CENSO 2017;;;7.0;4.0;Curso;Terminada;Sin costo;No;Mañana;Instituto Nacional de Estadísticas;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-03-14;2017-03-14;2017-04-07
63046;315.0;2017;Subsecretaría de Economía y Empresas de Menor Tamaño;Economía, Fomento y Turismo;57243.0;;PLATAFORMA DIP;;;7.0;4.0;Curso;Terminada;Sin costo;No;Mañana;CONTRALORIA GENERAL DE LA REPUBLICA;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-03-01;2017-03-01;2017-04-07
63047;316.0;2017;Subsecretaría de Economía y Empresas de Menor Tamaño;Economía, Fomento y Turismo;57244.0;;PLATAFORMA DIP;;;1.0;4.0;Curso;Terminada;Sin costo;No;Mañana;CONTRALORIA GENERAL DE LA REPUBLICA;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-03-13;2017-03-13;2017-04-07
63048;317.0;2017;Subsecretaría de Economía y Empresas de Menor Tamaño;Economía, Fomento y Turismo;57245.0;;CAPACITACION CENSO 2017;;;1.0;4.0;Curso;Terminada;Sin costo;No;Mañana;Instituto Nacional de Estadísticas;Región del Libertador General Bernardo O’Higgins;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-03-02;2017-03-02;2017-04-07
63049;318.0;2017;Fiscalía Nacional Económica FNE;Economía, Fomento y Turismo;57381.0;;INDUCCIÓN UNIDAD ANTI-CARTELES;;;12.0;1.0;Taller;Terminada;Sin costo;No;Mañana;FISCALIA NACIONAL ECONOMICA;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-04-07;2017-04-07;2017-04-10
63050;319.0;2017;Gobierno Regional de Los Ríos;Interior y Seguridad Pública;57401.0;;Curso Avanzado de Preparación y Evaluación de Proyectos ;;;4.0;124.0;Curso;Terminada;Sin costo;No;Completa;MINISTERIO DESARROLLO SOCIAL;Región de Los Ríos;;;;0.0;0.0;0.0;;Excelente;Presencial;2017-04-03;2017-07-07;2017-04-10
63051;320.0;2017;Fiscalía Nacional Económica FNE;Economía, Fomento y Turismo;57482.0;;INDUCCIÓN DIVISIÓN DE LITIGIOS;;;11.0;1.0;Taller;Terminada;Sin costo;No;Tarde;FISCALIA NACIONAL ECONOMICA;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-04-05;2017-04-05;2017-04-10
63052;321.0;2017;Dirección de Contabilidad y Finanzas;Obras Públicas;57542.0;;Capacitacion Censo Año 2017;;;14.0;8.0;Curso;Terminada;Sin costo;No;Completa;Instituto Nacional de Estadísticas;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-03-14;2017-03-14;2017-04-10
63053;322.0;2017;Dirección de Contabilidad y Finanzas;Obras Públicas;57561.0;;Capacitacion Censo Año 2017;;;30.0;4.0;Curso;Terminada;Sin costo;No;Tarde;Instituto Nacional de Estadísticas;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-03-16;2017-03-16;2017-04-10
63054;323.0;2017;Dirección de Contabilidad y Finanzas;Obras Públicas;57601.0;;Capacitacion Censo Año 2017;;;34.0;3.0;Curso;Terminada;Sin costo;No;Mañana;Instituto Nacional de Estadísticas;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-03-15;2017-03-15;2017-04-11
63055;324.0;2017;Secretaría y Administración General del Ministerio de Transportes;Transportes y Telecomunicaciones;57641.0;;ORATORIA Y HABLAR EN PÚBLICO;;;14.0;16.0;Curso;Terminada;Convenio Marco;No;Mañana;ATHENA CAPACITACION LTDA;Región Metropolitana de Santiago;;;;1626240.0;0.0;0.0;;Sin Evaluación;Presencial;2017-03-08;2017-03-16;2017-04-11
63056;325.0;2017;Dirección de Contabilidad y Finanzas;Obras Públicas;57643.0;;Fortalecimiento de Equipos del Departamento de Remuneraciones;;;14.0;5.0;Curso;Terminada;Sin costo;No;Tarde;Ministerio de Obras Públicas;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-03-31;2017-03-31;2017-04-11
63057;326.0;2017;Dirección de Contabilidad y Finanzas;Obras Públicas;57681.0;;Introducción a las Normas Internacionales de Contabilidad para el Sector Publico-CGR;;;1.0;11.0;Curso;Terminada;Sin costo;No;Completa;CONTRALORIA GENERAL DE LA REPUBLICA;;;;;0.0;0.0;0.0;Aprendizaje;Sin Evaluación;E-Learning;2016-12-05;2017-01-05;2017-04-11
63058;327.0;2017;Dirección de Contabilidad y Finanzas;Obras Públicas;57701.0;;Activos No Financieros-CGR;;;1.0;23.0;Curso;Terminada;Sin costo;No;Completa;CONTRALORIA GENERAL DE LA REPUBLICA;Región de Coquimbo;;;;0.0;0.0;0.0;;Sin Evaluación;E-Learning;2017-01-06;2017-02-28;2017-04-11
63059;328.0;2017;Dirección de Contabilidad y Finanzas;Obras Públicas;57702.0;;Herramientas de Antilavado de Dinero y Anticorrupción en las Instituciones Publicas;;;1.0;64.0;Curso;Terminada;Sin costo;No;Completa;GAFISUD -UAF;Nivel Central;;;;0.0;0.0;0.0;;Sin Evaluación;E-Learning;2017-02-10;2017-02-10;2017-04-11
63060;329.0;2017;Dirección de Contabilidad y Finanzas;Obras Públicas;57722.0;;Herramientas de Antilavado de Dinero y Anticorrupción en Instituciones Públicas;;;1.0;64.0;Curso;Terminada;Sin costo;No;Completa;GAFISUD -UAF;Nivel Central;;;;0.0;0.0;0.0;;Sin Evaluación;E-Learning;2017-02-13;2017-02-13;2017-04-11
63061;330.0;2017;Dirección de Contabilidad y Finanzas;Obras Públicas;57741.0;;Conducción Defensiva Alta Montaña;;;2.0;4.0;Curso;Terminada;Sin costo;No;Mañana;Asociación Chilena de Seguridad;Región de Arica y Parinacota;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-04-11;2017-04-11;2017-04-11
63062;331.0;2017;Fiscalía Nacional Económica FNE;Economía, Fomento y Turismo;57801.0;;INDUCCIÓN DIVISIÓN DE FUSIONES;;;13.0;1.0;Taller;Terminada;Sin costo;No;Tarde;FISCALIA NACIONAL ECONOMICA;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-04-11;2017-04-11;2017-04-12
63063;332.0;2017;Dirección de Vialidad;Obras Públicas;57841.0;65041.0;LINEAMIENTO SOBRE CONSERVACIÓN NACIONAL;;;72.0;24.0;Taller;Terminada;Sin costo;Si;Completa;Ernesto Barrera Gajardo;Nivel Central;Pablo Hernández Parra;Alcanzar estandares de eficiencia;Ciencias, Normas y Técnicas Aplicadas al Servicio;0.0;35000.0;0.0;Sin evaluación;Excelente;Presencial;2017-03-21;2017-03-23;2017-04-12
63064;333.0;2017;Dirección de Vialidad;Obras Públicas;57861.0;65061.0;COORDINACIONES REGIONALES DEL S.F.U.C.;;;26.0;12.0;Curso;Terminada;Sin costo;Si;Completa;ELIANA MALDONADO CATALDO;Nivel Central;Pablo Hernández Parra;Alcanzar estandares de eficiencia;Calidad y Sistemas de Gestión de Calidad;0.0;35000.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-04-04;2017-04-05;2017-04-12
63065;334.0;2017;JUNJI Dirección Regional del Maule;Educación;57881.0;;Uso y Manejo de Extintores;;;6.0;4.0;Curso;Terminada;Sin costo;No;Mañana;Asociación Chilena de Seguridad;Región del Maule;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-01-30;2017-01-30;2017-04-12
63066;335.0;2017;JUNJI Dirección Regional de Valparaíso;Educación;57882.0;65102.0;AUDITOR INTERNO;;;13.0;16.0;Curso;Terminada;Convenio Marco;Si;Completa;BUREAU VERITAS CHILE CAPACITACION LTDA.;Región de Valparaíso;;;;1950000.0;306300.0;119983.0;;Muy Buena;Presencial;2017-04-04;2017-04-05;2017-04-12
63067;336.0;2017;JUNJI Dirección Regional del Maule;Educación;57921.0;;Uso y Manejo de Extintores;;;8.0;4.0;Curso;Terminada;Sin costo;No;Tarde;Asociación Chilena de Seguridad;Región del Maule;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-01-30;2017-01-30;2017-04-12
63068;337.0;2017;JUNJI Dirección Regional del Maule;Educación;57941.0;;Musicalizando Los Libros;;;4.0;20.0;Seminario;Terminada;Sin costo;No;Completa;Junta Nacional de Jardines Infantiles;Región del Maule;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-03-22;2017-03-24;2017-04-12
63069;338.0;2017;Dirección General de Aguas;Obras Públicas;57961.0;;PROGRAMA DE CAPACITACION ASIS;;;2.0;14.0;Curso;Terminada;Sin costo;No;Completa;UNESCO;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-03-06;2017-03-07;2017-04-12
63070;339.0;2017;JUNJI Dirección Regional del Maule;Educación;57981.0;65227.0;INDUCCIÓN PERSONAL NUEVO;;;35.0;20.0;Curso;Terminada;Convenio Marco;Si;Completa;Junta Nacional de Jardines Infantiles;Región del Maule;;;;2370650.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2017-03-08;2017-03-10;2017-04-12
63071;340.0;2017;Fiscalía Nacional Económica FNE;Economía, Fomento y Turismo;58001.0;;INDUCCIÓN DIVISIÓN DE FUSIONES;;;10.0;1.0;Taller;Terminada;Sin costo;No;Tarde;FISCALIA NACIONAL ECONOMICA;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-04-12;2017-04-12;2017-04-12
63072;341.0;2017;Secretaría y Administración General del Ministerio de Transportes;Transportes y Telecomunicaciones;58021.0;65261.0;LEY DEL LOBBY (AUTORIDADES Y FUNCIONARIOS);;;11.0;3.0;Curso;Terminada;Sin costo;Si;Completa;CONSEJO PARA LA TRANSPARENCIA;En todas las Regiones;Subsecretaría de Transportes;;;0.0;0.0;0.0;;Sin Evaluación;E-Learning;2017-03-01;2017-03-29;2017-04-13
63073;342.0;2017;Secretaría y Administración General del Ministerio de Transportes;Transportes y Telecomunicaciones;58041.0;64421.0;PROTECCIÓN DE DATOS PERSONALES;;;3.0;4.0;Curso;Terminada;Sin costo;Si;Completa;CONSEJO PARA LA TRANSPARENCIA;En todas las Regiones;Subsecretaría de Transportes;;;0.0;0.0;0.0;;Sin Evaluación;E-Learning;2017-03-01;2017-03-29;2017-04-13
63074;343.0;2017;JUNJI Dirección Regional de Los Lagos;Educación;58061.0;65341.0;INDUCCIÓN 1;;;45.0;16.0;Charla;Terminada;Convenio Marco;Si;Completa;Junta Nacional de Jardines Infantiles;Región de Los Lagos;;;;0.0;1706322.0;0.0;Sin evaluación;Muy Buena;Presencial;2017-03-06;2017-03-07;2017-04-13
63075;344.0;2017;Secretaría y Administración General del Ministerio de Transportes;Transportes y Telecomunicaciones;58081.0;65368.0;PROGRAMACIÓN DE MACROS CON VISUAL BASIC PARA EXCEL;;;2.0;30.0;Curso;Terminada;Convenio Marco;Si;Mañana;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Región Metropolitana de Santiago;DESARROLLO LOGÍSTICO;;;387600.0;0.0;0.0;;Sin Evaluación;Presencial;2017-06-29;2017-08-01;2017-04-13
63076;345.0;2017;Comisión Chilena del Cobre COCHILCO;Minería;58101.0;;Probidad en la Función Pública y Prevención de Conflicto de Intereses;;;15.0;1.0;Charla;Terminada;Sin costo;No;Tarde;comision chilena del cobre;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-03-24;2017-03-24;2017-04-13
63077;346.0;2017;SEREMI de Salud Región de Valparaíso;Salud;58121.0;65361.0;AUTOCUIDADO Y MANEJO DEL ESTRÉS;;;25.0;21.0;Curso;Terminada;Convenio Marco;Si;Completa;LW Capacitación Ltda.;Región de Valparaíso;PAC 2017;;;2625000.0;0.0;0.0;;Muy Buena;Presencial;2017-04-11;2017-04-12;2017-04-13
63078;347.0;2017;Servicio Nacional del Consumidor SERNAC;Economía, Fomento y Turismo;58161.0;;Redes de datos , interconexión a internet;;;1.0;46.0;Curso;Terminada;Contratación Directa;No;Mañana;universidad tecnologica de chile;Nivel Central;;;;193200.0;0.0;0.0;;Sin Evaluación;Presencial;2017-06-24;2017-08-19;2017-04-17
63079;348.0;2017;Servicio Nacional del Consumidor SERNAC;Economía, Fomento y Turismo;58202.0;89385.0;DIPLOMADO EN DERECHO PROCESAL CIVIL;;;1.0;132.0;Diplomado;Terminada;Contratación Directa;Si;Vespertino;UNIVERSIDAD CENTRAL DE CHILE;Nivel Central;;;;584500.0;0.0;0.0;;Sin Evaluación;Presencial;2017-04-24;2017-07-31;2017-04-17
63080;349.0;2017;Servicio Nacional del Consumidor SERNAC;Economía, Fomento y Turismo;58222.0;;Programación de Macros con Visual Basic para Excel;;;1.0;30.0;Curso;Terminada;Contratación Directa;No;Mañana;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Nivel Central;;;;84000.0;0.0;0.0;;Sin Evaluación;Presencial;2017-05-25;2017-06-27;2017-04-17
63081;350.0;2017;SEREMI de Salud Región del Biobío;Salud;58261.0;65481.0;CALIDAD EN LA ATENCION AL CLIENTE;;;17.0;16.0;Curso;Terminada;Convenio Marco;Si;Completa;G2000 CAPACITACION LTDA.;Región del Biobío;PAC 2017;fortalecer;;2500000.0;0.0;0.0;;Muy Buena;Presencial;2017-04-17;2017-04-18;2017-04-17
63082;351.0;2017;Dirección de Contabilidad y Finanzas;Obras Públicas;58281.0;;Preparándose para la Prueba 2017;;;1.0;9.0;Curso;Terminada;Sin costo;No;Completa;DIRECCIÓN DE COMPRAS Y CONTRATACIONES PUBLICAS;Región de Arica y Parinacota;;;;0.0;0.0;0.0;;Sin Evaluación;Presencial;2017-04-12;2017-04-12;2017-04-17
63083;352.0;2017;Servicio Nacional del Consumidor SERNAC;Economía, Fomento y Turismo;58301.0;;Programación de Macros con Visual Basic para Excel;;;1.0;30.0;Curso;Terminada;Contratación Directa;No;Mañana;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Nivel Central;;;;147000.0;0.0;0.0;;Sin Evaluación;Presencial;2017-05-25;2017-06-27;2017-04-17
63084;353.0;2017;Dirección de Vialidad;Obras Públicas;58322.0;65542.0;2º CONGRESO INTERNACIONAL DE SEGURIDAD VIAL: SEGURIDAD VIAL PARA LA CONECTIVIDAD Y PRODUCTIVIDAD;;;60.0;24.0;Congreso;Terminada;Contratación Directa;Si;Completa;Asociación Chilena de Carreteras y Transporte;Nivel Central;Luz Umaña Pinochet;Contribuir al desarrollo y al mejoramiento;Ciencias, Normas y Técnicas Aplicadas al Servicio;12000000.0;0.0;7551545.0;Sin evaluación;Sin Evaluación;Presencial;2017-05-03;2017-05-05;2017-04-17
63085;354.0;2017;Subsecretaría de Economía y Empresas de Menor Tamaño;Economía, Fomento y Turismo;58323.0;;CAPACITACION CENSO 2017;;;49.0;4.0;Curso;Terminada;Sin costo;No;Mañana;Instituto Nacional de Estadísticas;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-03-09;2017-03-09;2017-04-17
63086;355.0;2017;Servicio Nacional del Consumidor SERNAC;Economía, Fomento y Turismo;58324.0;;Manejo Intermedio de la Planilla de cálculo excel para windows;;;1.0;24.0;Curso;Terminada;Contratación Directa;No;Vespertino;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Nivel Central;;;;128640.0;0.0;0.0;;Muy Buena;Presencial;2017-06-27;2017-07-20;2017-04-17
63087;356.0;2017;SEREMI de Salud Región del Biobío;Salud;58325.0;65483.0;DOBLE PRESENCIA, AUTOCUIDADO Y MANEJO DEL ESTRES;;;13.0;16.0;Curso;Terminada;Convenio Marco;Si;Completa;G2000 CAPACITACION LTDA.;Región del Biobío;PAC 2017;Fortalecer;;2999948.0;0.0;0.0;;Muy Buena;Presencial;2017-04-25;2017-04-26;2017-04-17
63088;357.0;2017;SEREMI de Salud Región del Biobío;Salud;58326.0;65501.0;ESTANDARIZACION PROCEDIMIENTOS COMPIN;;;19.0;16.0;Curso;Terminada;Convenio Marco;Si;Completa;G2000 CAPACITACION LTDA.;Región del Biobío;PAC 2017;fortalecer;;2989986.0;0.0;0.0;;Buena;Presencial;2017-05-10;2017-05-11;2017-04-17
63089;358.0;2017;SEREMI de Salud Región del Biobío;Salud;58327.0;65485.0;GESTIÓN DE CLIMA ORGANIZACIONAL;;;28.0;16.0;Curso;Terminada;Convenio Marco;Si;Completa;Cía de Productividad y Desarrollo Empresarial Ltda.;Región del Biobío;PAC 2017;Fortalecer;;2938954.0;0.0;0.0;;Muy Buena;Presencial;2017-06-21;2017-06-22;2017-04-17
63090;359.0;2017;SEREMI de Salud Región del Biobío;Salud;58328.0;65486.0;ANALISIS Y TRATAMIENTO DE NO CONFORMIDAD;;;30.0;16.0;Curso;Terminada;Convenio Marco;Si;Completa;G2000 CAPACITACION LTDA.;Región del Biobío;PAC 2017;Fortalecer;;3499973.0;0.0;0.0;;Buena;Presencial;2017-05-17;2017-05-18;2017-04-17
63091;360.0;2017;SEREMI de Salud Región del Biobío;Salud;58341.0;65487.0;PSICOPREVENCION DEL RIESGO Y PSICOLOGIA DE LA EMERGENCIA;;;28.0;16.0;Curso;Terminada;Convenio Marco;Si;Completa;Cía de Productividad y Desarrollo Empresarial Ltda.;Región del Biobío;PAC 2017;Fortalecer;;2938954.0;0.0;0.0;;Muy Buena;Presencial;2017-06-14;2017-06-15;2017-04-17
63092;361.0;2017;Subsecretaría para las Fuerzas Armadas;Defensa Nacional;58381.0;;CENSO ABREVIADO;;;2.0;8.0;Curso;Terminada;Sin costo;No;Completa;Instituto Nacional de Estadísticas;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-03-30;2017-03-30;2017-04-17
63093;362.0;2017;Subsecretaría para las Fuerzas Armadas;Defensa Nacional;58401.0;;CENSO ABREVIADO;;;4.0;4.0;Curso;Terminada;Sin costo;No;Mañana;Instituto Nacional de Estadísticas;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2017-03-31;2017-03-03;2017-04-17
63094;363.0;2017;Subsecretaría para las Fuerzas Armadas;Defensa Nacional;58402.0;;TRANSVERSALIZACION DEL ENFOQUE DE DD.HH.;;;1.0;34.0;Curso;Terminada;Sin costo;No;Completa;MINISTERIO DE DEFENSA NACIONAL;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Aprendizaje;Sin Evaluación;Presencial;2017-03-13;2017-03-17;2017-04-17
63095;364.0;2017;Servicio Nacional de Menores SENAME;Justicia y Derechos Humanos;58421.0;65741.0;QUERYING MICROSOFT SQL SERVER;;;3.0;40.0;Curso;Terminada;Convenio Marco;Si;Tarde;TRACK-IT Formación SPA;Nivel Central;PROGRAMA 02;;;1708500.0;0.0;0.0;;Muy Buena;Presencial;2017-04-10;2017-04-25;2017-04-17
63096;365.0;2017;Superintendencia de Insolvencia y Reemprendimiento;Economía, Fomento y Turismo;58461.0;59281.0;TÉCNICAS DE ORGANIZACIÓN DEL TRABAJO Y ADMINISTRACIÓN DE TIEMPO;;;18.0;12.0;Curso;Terminada;Convenio Marco;Si;Completa;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Región Metropolitana de Santiago;;;;2550000.0;0.0;0.0;;Muy Buena;Presencial;2017-03-29;2017-03-30;2017-04-18
